사진번호,파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%),최상위라벨,최상위확률(%)
916,커피전문점_골목사이_915.jpg,slum,31.19,alley,11.52,fire_escape,7.48,slum,31.19
917,커피전문점_골목사이_916.jpg,ticket_booth,39.15,medina,21.47,alley,11.96,ticket_booth,39.15
918,커피전문점_그린홀리데이_1075.jpg,delicatessen,41.51,market/outdoor,15.04,bakery/shop,10.4,delicatessen,41.51
919,커피전문점_배곧아띠_460.jpg,archive,12.16,pharmacy,10.0,booth/indoor,9.95,archive,12.16
920,커피전문점_뻘다방_966.jpg,volleyball_court/outdoor,47.63,promenade,17.22,beach,8.9,volleyball_court/outdoor,47.63
921,커피전문점_뻘다방_967.jpg,coffee_shop,40.1,porch,9.28,ice_cream_parlor,8.81,coffee_shop,40.1
922,커피전문점_뻘다방_968.jpg,beach_house,77.45,motel,4.74,volleyball_court/outdoor,1.87,beach_house,77.45
923,커피전문점_웨이브온커피_1445.jpg,picnic_area,20.09,ocean,16.91,coast,14.66,picnic_area,20.09
924,커피전문점_웨이브온커피_1447.jpg,campsite,12.85,parking_lot,11.74,restaurant_patio,9.19,campsite,12.85
925,커피전문점_해밀화_456.jpg,coffee_shop,36.38,restaurant,15.03,bar,13.49,coffee_shop,36.38
926,테마파크_강화루지_1265.jpg,highway,30.71,valley,24.57,mountain,9.15,highway,30.71
927,테마파크_강화루지_1267.jpg,beauty_salon,43.21,ice_cream_parlor,6.54,coffee_shop,4.87,beauty_salon,43.21
928,테마파크_농협안성팜랜드_800.jpg,rice_paddy,34.22,field/cultivated,26.72,farm,15.81,rice_paddy,34.22
929,테마파크_니지모리스튜디오_822.jpg,arcade,28.09,diner/outdoor,20.49,general_store/outdoor,11.3,arcade,28.09
930,테마파크_니지모리스튜디오_823.jpg,childs_room,19.98,toyshop,18.24,amusement_arcade,17.8,childs_room,19.98
931,테마파크_두리랜드_812.jpg,clean_room,22.49,chemistry_lab,10.25,pharmacy,8.6,clean_room,22.49
932,테마파크_두리랜드_813.jpg,museum/indoor,25.94,department_store,15.68,gift_shop,9.78,museum/indoor,25.94
933,테마파크_두리랜드_814.jpg,toyshop,13.88,clean_room,6.96,physics_laboratory,6.14,toyshop,13.88
934,테마파크_런닝맨 인사동점_299.jpg,toyshop,66.04,playroom,12.64,kindergarden_classroom,2.94,toyshop,66.04
935,테마파크_롯데월드 어드벤처 부산_1716.jpg,bazaar/indoor,12.09,amusement_park,8.04,throne_room,7.38,bazaar/indoor,12.09
936,테마파크_롯데월드 어드벤처 부산_1717.jpg,conference_center,53.08,legislative_chamber,37.0,booth/indoor,8.79,conference_center,53.08
937,테마파크_롯데월드 어드벤처 부산_1718.jpg,stage/indoor,59.1,arena/performance,7.77,ballroom,6.1,stage/indoor,59.1
938,테마파크_루덴시아_827.jpg,medina,55.26,bazaar/outdoor,9.99,alley,8.85,medina,55.26
939,테마파크_루덴시아_828.jpg,windmill,53.37,restaurant_patio,8.25,beer_garden,7.85,windmill,53.37
940,테마파크_루덴시아_829.jpg,booth/indoor,77.7,candy_store,5.13,ice_cream_parlor,3.51,booth/indoor,77.7
941,테마파크_마이랜드_1283.jpg,amusement_arcade,31.9,toyshop,15.18,candy_store,10.43,amusement_arcade,31.9
942,테마파크_마이랜드_1284.jpg,water_park,53.89,amusement_park,34.76,stage/outdoor,9.01,water_park,53.89
943,테마파크_마이랜드_1285.jpg,staircase,21.43,hospital_room,12.7,beauty_salon,7.86,staircase,21.43
944,테마파크_매직아일랜드_307.jpg,skyscraper,52.97,downtown,13.92,tower,6.94,skyscraper,52.97
945,테마파크_매직아일랜드_308.jpg,bridge,19.0,park,15.25,river,9.13,bridge,19.0
946,테마파크_배미꾸미조각공원_1298.jpg,beach,25.75,snowfield,13.17,sky,12.52,beach,25.75
947,테마파크_배미꾸미조각공원_1299.jpg,sky,22.52,beach,19.66,desert/vegetation,13.44,sky,22.52
948,테마파크_배미꾸미조각공원_1300.jpg,iceberg,10.2,pond,9.04,fishpond,7.27,iceberg,10.2
949,테마파크_법무부 부산솔로몬로파크_1738.jpg,lecture_room,39.76,conference_room,20.71,legislative_chamber,13.46,lecture_room,39.76
950,테마파크_법무부 부산솔로몬로파크_1739.jpg,conference_center,22.61,legislative_chamber,16.88,reception,7.66,conference_center,22.61
951,테마파크_봉화산옹기테마공원_303.jpg,baseball_field,34.84,igloo,12.79,desert/vegetation,12.26,baseball_field,34.84
952,테마파크_봉화산옹기테마공원_304.jpg,street,26.92,crosswalk,20.17,park,11.9,street,26.92
953,테마파크_봉화산옹기테마공원_305.jpg,cemetery,18.09,landfill,8.3,botanical_garden,6.86,cemetery,18.09
954,테마파크_부산어린이대공원_1724.jpg,plaza,30.68,bazaar/outdoor,17.26,stage/outdoor,4.94,plaza,30.68
955,테마파크_브릭캠퍼스 부산_1744.jpg,arena/performance,57.83,amphitheater,5.53,stadium/soccer,4.53,arena/performance,57.83
956,테마파크_브릭캠퍼스 부산_1745.jpg,artists_loft,32.83,art_gallery,20.54,playroom,5.49,artists_loft,32.83
957,테마파크_뽀로로&타요 콘텐츠 테마파크빌딩 월미_1274.jpg,playroom,21.34,kindergarden_classroom,16.56,amusement_arcade,11.06,playroom,21.34
958,테마파크_뽀로로&타요 테마파크 월미도점_1307.jpg,playroom,76.8,childs_room,8.58,nursery,6.29,playroom,76.8
959,테마파크_뽀로로&타요 테마파크 월미도점_1308.jpg,ice_skating_rink/indoor,27.04,science_museum,11.45,corridor,9.67,ice_skating_rink/indoor,27.04
960,테마파크_뽀로로&타요 테마파크 월미도점_1309.jpg,discotheque,50.14,stage/indoor,29.14,arena/performance,9.18,discotheque,50.14
961,테마파크_서울 어린이 대공원 놀이 동산_279.jpg,amusement_park,37.57,water_park,22.76,carrousel,20.35,amusement_park,37.57
962,테마파크_서울 어린이 대공원 놀이 동산_280.jpg,water_park,24.43,amusement_park,12.53,beach_house,11.04,water_park,24.43
963,테마파크_서울 어린이 대공원 놀이 동산_281.jpg,water_park,36.51,amusement_park,25.74,beach_house,4.53,water_park,36.51
964,테마파크_서울대공원_803.jpg,science_museum,43.54,playground,32.69,amusement_arcade,3.76,science_museum,43.54
965,테마파크_서울대공원_804.jpg,ticket_booth,47.38,booth/indoor,26.43,elevator/door,15.13,ticket_booth,47.38
966,테마파크_서울랜드_809.jpg,server_room,47.12,home_theater,13.56,music_studio,7.56,server_room,47.12
967,테마파크_서울어린이대공원_282.jpg,ticket_booth,14.87,kindergarden_classroom,8.39,parking_lot,7.48,ticket_booth,14.87
968,테마파크_서울어린이대공원_283.jpg,ball_pit,56.75,nursery,15.29,playroom,7.75,ball_pit,56.75
969,테마파크_서울어린이대공원_284.jpg,elevator/door,15.03,server_room,7.14,drugstore,5.81,elevator/door,15.03
970,테마파크_스머프매직포레스트_296.jpg,ice_cream_parlor,11.89,candy_store,6.76,bakery/shop,5.74,ice_cream_parlor,11.89
971,테마파크_스카이라인 루지_1728.jpg,highway,39.86,field/wild,16.38,raceway,7.01,highway,39.86
972,테마파크_에버랜드_798.jpg,jewelry_shop,51.44,delicatessen,13.95,market/outdoor,8.29,jewelry_shop,51.44
973,테마파크_용인농촌테마파크_839.jpg,florist_shop/indoor,57.58,botanical_garden,8.3,formal_garden,6.68,florist_shop/indoor,57.58
974,테마파크_용인농촌테마파크_840.jpg,forest/broadleaf,75.39,sky,3.63,botanical_garden,3.15,forest/broadleaf,75.39
975,테마파크_용인농촌테마파크_841.jpg,park,42.62,tree_farm,10.74,stage/outdoor,7.34,park,42.62
976,테마파크_원마운트_831.jpg,art_school,15.47,kindergarden_classroom,7.29,cafeteria,6.42,art_school,15.47
977,테마파크_원마운트_832.jpg,swimming_pool/indoor,50.67,jacuzzi/indoor,14.63,water_park,9.75,swimming_pool/indoor,50.67
978,테마파크_인스파이어 디스커버리 파크_1302.jpg,reception,38.72,lobby,11.89,nursery,9.28,reception,38.72
979,테마파크_인천공룡월드_1288.jpg,amusement_arcade,21.42,amusement_park,14.17,toyshop,11.33,amusement_arcade,21.42
980,테마파크_인천대공원_1268.jpg,pavilion,36.66,promenade,18.56,picnic_area,11.93,pavilion,36.66
981,테마파크_태종대오션플라잉테마파크_1740.jpg,islet,39.81,coast,13.0,ocean,11.06,islet,39.81
982,테마파크_태종대오션플라잉테마파크_1741.jpg,legislative_chamber,32.06,conference_center,27.99,stage/outdoor,16.56,legislative_chamber,32.06
983,테마파크_태종대오션플라잉테마파크_1742.jpg,balcony/exterior,32.06,office_building,15.87,building_facade,9.56,balcony/exterior,32.06
984,테마파크_트릭아이뮤지엄_300.jpg,childs_room,73.57,aquarium,4.62,underwater/ocean_deep,4.25,childs_room,73.57
985,테마파크_트릭아이뮤지엄_301.jpg,shopfront,91.7,diner/outdoor,0.84,fastfood_restaurant,0.84,shopfront,91.7
986,테마파크_파라다이스시티 원더박스_1280.jpg,amusement_park,27.91,science_museum,19.54,amusement_arcade,11.34,amusement_park,27.91
987,테마파크_파라다이스시티 원더박스_1281.jpg,amusement_arcade,71.34,toyshop,13.78,carrousel,2.9,amusement_arcade,71.34
988,테마파크_퍼스트가든_815.jpg,arcade,38.64,medina,13.81,plaza,7.55,arcade,38.64
989,테마파크_퍼스트가든_817.jpg,gazebo/exterior,92.65,pavilion,2.88,mosque/outdoor,0.63,gazebo/exterior,92.65
990,테마파크시설_롯데월드어드벤처 부산점 자이언트디거_1751.jpg,drugstore,40.29,sky,16.25,pharmacy,8.26,drugstore,40.29
991,테마파크시설_어린이대공원 능동숲속의무대_312.jpg,amphitheater,41.56,stadium/football,23.41,stadium/soccer,13.96,amphitheater,41.56
992,테마파크시설_어린이대공원 능동숲속의무대_313.jpg,racecourse,45.95,football_field,13.83,bullring,13.55,racecourse,45.95
993,테마파크시설_어린이대공원 능동숲속의무대_314.jpg,baseball_field,21.38,golf_course,20.44,stadium/baseball,9.99,baseball_field,21.38
994,테마파크시설_어린이대공원 팔각당_318.jpg,pagoda,76.85,temple/asia,13.67,pavilion,2.1,pagoda,76.85
995,한식_골목보리밥_1385.jpg,delicatessen,55.37,bakery/shop,19.44,ice_cream_parlor,12.91,delicatessen,55.37
996,한식_골목보리밥_1387.jpg,nursery,29.29,bakery/shop,15.6,hospital_room,12.54,nursery,29.29
997,한식_골목순대국밥집_1374.jpg,shopfront,36.04,pet_shop,18.77,hardware_store,5.71,shopfront,36.04
998,한식_연탄골목_911.jpg,beer_hall,19.38,cafeteria,16.99,food_court,13.32,beer_hall,19.38
999,한식_연탄골목_912.jpg,shopfront,59.57,fastfood_restaurant,9.07,candy_store,8.15,shopfront,59.57
1000,한식_연탄골목_913.jpg,candy_store,49.61,supermarket,22.05,delicatessen,12.15,candy_store,49.61
1001,한식뷔페_골목한식뷔페_1367.jpg,delicatessen,32.44,supermarket,17.74,department_store,5.83,delicatessen,32.44
1002,한식뷔페_골목한식뷔페_1368.jpg,pet_shop,19.02,pantry,18.79,bakery/shop,18.51,pet_shop,19.02
1003,한식뷔페_골목한식뷔페_1369.jpg,shopfront,26.03,diner/outdoor,17.0,fastfood_restaurant,8.51,shopfront,26.03
1004,"해물,생선_골목안집_1816.jpg",ticket_booth,57.59,booth/indoor,29.23,pharmacy,2.76,ticket_booth,57.59
1005,"해물,생선_골목안집_1817.jpg",bakery/shop,88.79,pizzeria,3.63,delicatessen,3.45,bakery/shop,88.79
1006,"해물,생선_골목안채_887.jpg",ticket_booth,16.03,diner/outdoor,13.84,alley,10.04,ticket_booth,16.03
1007,"해물,생선_골목안채_888.jpg",booth/indoor,86.37,ticket_booth,1.68,bookstore,1.64,booth/indoor,86.37
1008,"해물,생선_골목안채_889.jpg",artists_loft,37.67,jail_cell,25.66,basement,9.37,artists_loft,37.67
1009,"해물,생선_골목쭈꾸미_1825.jpg",operating_room,11.84,repair_shop,8.3,basement,7.55,operating_room,11.84
1010,"해물,생선_골목쭈꾸미_1826.jpg",ice_cream_parlor,30.08,fastfood_restaurant,16.46,booth/indoor,13.54,ice_cream_parlor,30.08
1011,"해물,생선_오빠가찜해줄께 부산본점_1666.jpg",bakery/shop,48.05,delicatessen,20.54,ice_cream_parlor,15.07,bakery/shop,48.05
1012,"해물,생선_오빠가찜해줄께 부산본점_1667.jpg",ice_cream_parlor,60.2,bakery/shop,13.07,delicatessen,10.94,ice_cream_parlor,60.2
1013,"향교,서당_교동향교_1259.jpg",motel,10.82,parking_lot,7.13,desert_road,6.8,motel,10.82
1014,"향교,서당_교동향교_1260.jpg",trench,97.92,excavation,0.36,badlands,0.24,trench,97.92
1015,"향교,서당_교동향교_1261.jpg",zen_garden,43.93,forest_road,13.71,cemetery,12.51,zen_garden,43.93
1016,"향교,서당_동래향교_1704.jpg",temple/asia,64.84,pagoda,24.78,pavilion,2.43,temple/asia,64.84
1017,"향교,서당_동래향교_1705.jpg",florist_shop/indoor,80.88,botanical_garden,14.67,vegetable_garden,1.7,florist_shop/indoor,80.88
1018,"향교,서당_동래향교_1706.jpg",booth/indoor,53.91,pharmacy,7.28,elevator_lobby,7.09,booth/indoor,53.91
1019,호수_석촌호수 서호_136.jpg,skyscraper,47.51,tower,19.19,downtown,12.99,skyscraper,47.51
1020,호수_석촌호수 서호_138.jpg,park,34.96,beer_garden,18.0,campus,17.89,park,34.96
1021,"호프,요리주점_골목_1803.jpg",amusement_arcade,40.84,drugstore,22.24,recreation_room,5.11,amusement_arcade,40.84
1022,"호프,요리주점_골목_1804.jpg",amusement_arcade,38.71,drugstore,22.63,recreation_room,5.11,amusement_arcade,38.71
1023,"호프,요리주점_골목_1805.jpg",nursery,39.19,playroom,28.99,kindergarden_classroom,19.64,nursery,39.19
